#input1 input2 etc.
1	1	1	0	1	0	0	0	0	0	0	0	0	10
1	1	1	0	1	0	0	0	0	0	0	0	0	11
1	1	1	0	1	0	0	0	0	0	0	0	0	12
1	1	1	0	1	0	0	0	0	0	0	0	0	13
1	1	1	0	1	0	0	0	0	0	0	0	0	17
1	1	1	0	1	0	0	0	0	0	0	0	0	 2
1	1	1	0	1	0	0	0	0	0	0	0	0	 3
1	1	1	0	1	0	0	0	0	0	0	0	0	 4
1	1	1	0	1	0	0	0	0	0	0	0	0	 5
1	1	1	0	1	0	0	0	0	0	0	0	0	 6
1	1	1	0	1	0	0	0	0	0	0	0	0	 7
1	1	1	0	1	0	0	0	0	0	0	0	0	 8
1	1	1	0	1	0	0	0	0	0	0	0	0	 9
1	1	1	0	2	0	0	0	0	0	0	0	0	 1
1	1	1	0	2	0	0	0	0	0	0	0	0	10
1	1	1	0	2	0	0	0	0	0	0	0	0	11
1	1	1	0	2	0	0	0	0	0	0	0	0	12
1	1	1	0	2	0	0	0	0	0	0	0	0	13
1	1	1	0	2	0	0	0	0	0	0	0	0	17
1	1	1	0	2	0	0	0	0	0	0	0	0	 2
1	1	1	0	2	0	0	0	0	0	0	0	0	 3
1	1	1	0	2	0	0	0	0	0	0	0	0	 4
1	1	1	0	2	0	0	0	0	0	0	0	0	 5
1	1	1	0	2	0	0	0	0	0	0	0	0	 6
1	1	1	0	2	0	0	0	0	0	0	0	0	 7
1	1	1	0	2	0	0	0	0	0	0	0	0	 8
1	1	1	0	2	0	0	0	0	0	0	0	0	 9
1	1	5	3	4	2	1	0	4	2	2	1	1	 1
1	1	5	3	4	2	1	0	4	2	2	1	1	10
1	1	5	3	4	2	1	0	4	2	2	1	1	11
1	1	5	3	4	2	1	0	4	2	2	1	1	12
1	1	5	3	4	2	1	0	4	2	2	1	1	13
1	1	5	3	4	2	1	0	4	2	2	1	1	17
1	1	5	3	4	2	1	0	4	2	2	1	1	 2
1	1	5	3	4	2	1	0	4	2	2	1	1	 3
1	1	5	3	4	2	1	0	4	2	2	1	1	 4
1	1	5	3	4	2	1	0	4	2	2	1	1	 5
1	1	5	3	4	2	1	0	4	2	2	1	1	 6
1	1	5	3	4	2	1	0	4	2	2	1	1	 7
1	1	5	3	4	2	1	0	4	2	2	1	1	 8
1	1	5	3	4	2	1	0	4	2	2	1	1	 9
1	1	5	3	5	2	2	1	0	3	2	2	2	 1
1	1	5	3	5	2	2	1	0	3	2	2	2	10
1	1	5	3	5	2	2	1	0	3	2	2	2	11
1	1	5	3	5	2	2	1	0	3	2	2	2	12
1	1	5	3	5	2	2	1	0	3	2	2	2	13
1	1	5	3	5	2	2	1	0	3	2	2	2	17
1	1	5	3	5	2	2	1	0	3	2	2	2	 2
1	1	5	3	5	2	2	1	0	3	2	2	2	 3
1	1	5	3	5	2	2	1	0	3	2	2	2	 4
1	1	5	3	5	2	2	1	0	3	2	2	2	 5
1	1	5	3	5	2	2	1	0	3	2	2	2	 7
1	1	5	3	5	2	2	1	0	3	2	2	2	 8
1	1	5	3	5	2	2	1	0	3	2	2	2	 9
1	2	2	1	3	2	2	2	2	2	2	2	4	 1
1	2	2	1	3	2	2	2	2	2	2	2	4	10
1	2	2	1	3	2	2	2	2	2	2	2	4	11
1	2	2	1	3	2	2	2	2	2	2	2	4	12
1	2	2	1	3	2	2	2	2	2	2	2	4	13
1	2	2	1	3	2	2	2	2	2	2	2	4	17
1	2	2	1	3	2	2	2	2	2	2	2	4	 2
1	2	2	1	3	2	2	2	2	2	2	2	4	 3
1	2	2	1	3	2	2	2	2	2	2	2	4	 4
1	2	2	1	3	2	2	2	2	2	2	2	4	 5
1	2	2	1	3	2	2	2	2	2	2	2	4	 6
1	2	2	1	3	2	2	2	2	2	2	2	4	 7
1	2	2	1	3	2	2	2	2	2	2	2	4	 8
1	2	2	1	3	2	2	2	2	2	2	2	4	 9
1	2	2	1	3	2	3	3	3	2	2	3	5	 1
1	2	2	1	3	2	3	3	3	2	2	3	5	10
1	2	2	1	3	2	3	3	3	2	2	3	5	11
1	2	2	1	3	2	3	3	3	2	2	3	5	12
1	2	2	1	3	2	3	3	3	2	2	3	5	13
1	2	2	1	3	2	3	3	3	2	2	3	5	17
1	2	2	1	3	2	3	3	3	2	2	3	5	 2
1	2	2	1	3	2	3	3	3	2	2	3	5	 3
