#WU	WSHGC	IT	IL	INF	CSB	CSPR	CSPO	HSB	HSPR	HSPO	SD	NoS	SYS	CO2	Comfort
3	2	4	3	2	2	4	1	2	2	0	1	4	 8	51874	9.5
3	2	4	3	2	2	4	1	2	2	0	1	4	 9	33662	21.9
3	2	5	0	4	5	2	4	1	2	0	1	5	 1	21203	27.5
3	2	5	0	4	5	2	4	1	2	0	1	5	10	49916	18.7
3	2	5	0	4	5	2	4	1	2	0	1	5	11	24252	21.6
3	2	5	0	4	5	2	4	1	2	0	1	5	12	24090	21.6
3	2	5	0	4	5	2	4	1	2	0	1	5	13	27372	58.8
3	2	5	0	4	5	2	4	1	2	0	1	5	17	56250	20.6
3	2	5	0	4	5	2	4	1	2	0	1	5	 2	23054	27.4
3	2	5	0	4	5	2	4	1	2	0	1	5	 3	31326	18.7
3	2	5	0	4	5	2	4	1	2	0	1	5	 4	28729	18.8
3	2	5	0	4	5	2	4	1	2	0	1	5	 5	25062	12.8
3	2	5	0	4	5	2	4	1	2	0	1	5	 6	50144	6.8
3	2	5	0	4	5	2	4	1	2	0	1	5	 7	25901	13.0
3	2	5	0	4	5	2	4	1	2	0	1	5	 8	48628	7.1
3	2	5	0	4	5	2	4	1	2	0	1	5	 9	31292	18.7
3	3	1	3	3	5	3	1	4	1	0	2	1	 1	27980	51.9
3	3	1	3	3	5	3	1	4	1	0	2	1	10	59389	13.5
3	3	1	3	3	5	3	1	4	1	0	2	1	11	27469	50.1
3	3	1	3	3	5	3	1	4	1	0	2	1	12	27629	50.3
3	3	1	3	3	5	3	1	4	1	0	2	1	13	33092	73.9
3	3	1	3	3	5	3	1	4	1	0	2	1	17	62094	47.0
3	3	1	3	3	5	3	1	4	1	0	2	1	 2	27890	51.6
3	3	1	3	3	5	3	1	4	1	0	2	1	 3	36457	13.5
3	3	1	3	3	5	3	1	4	1	0	2	1	 4	31719	13.5
3	3	1	3	3	5	3	1	4	1	0	2	1	 5	34991	38.3
3	3	1	3	3	5	3	1	4	1	0	2	1	 6	67106	38.1
3	3	1	3	3	5	3	1	4	1	0	2	1	 7	35881	38.8
3	3	1	3	3	5	3	1	4	1	0	2	1	 8	65535	38.4
3	3	1	3	3	5	3	1	4	1	0	2	1	 9	36427	13.5
3	3	2	3	4	1	5	3	2	0	2	1	1	 1	23380	30.9
3	3	2	3	4	1	5	3	2	0	2	1	1	10	48874	11.6
3	3	2	3	4	1	5	3	2	0	2	1	1	11	25223	24.1
3	3	2	3	4	1	5	3	2	0	2	1	1	12	25121	23.8
3	3	2	3	4	1	5	3	2	0	2	1	1	13	29152	64.7
3	3	2	3	4	1	5	3	2	0	2	1	1	17	58339	23.4
3	3	2	3	4	1	5	3	2	0	2	1	1	 2	24822	31.0
3	3	2	3	4	1	5	3	2	0	2	1	1	 3	31178	11.6
3	3	2	3	4	1	5	3	2	0	2	1	1	 4	27780	11.6
3	3	2	3	4	1	5	3	2	0	2	1	1	 5	27915	13.6
3	3	2	3	4	1	5	3	2	0	2	1	1	 6	54530	8.1
3	3	2	3	4	1	5	3	2	0	2	1	1	 7	28888	14.3
3	3	2	3	4	1	5	3	2	0	2	1	1	 8	53034	8.7
3	3	2	3	4	1	5	3	2	0	2	1	1	 9	31177	11.6
3	3	4	0	4	4	1	3	5	1	2	0	2	 1	30486	74.3
3	3	4	0	4	4	1	3	5	1	2	0	2	10	64183	14.9
3	3	4	0	4	4	1	3	5	1	2	0	2	11	28504	64.1
3	3	4	0	4	4	1	3	5	1	2	0	2	12	28406	64.2
3	3	4	0	4	4	1	3	5	1	2	0	2	13	33968	68.7
3	3	4	0	4	4	1	3	5	1	2	0	2	17	65906	64.0
3	3	4	0	4	4	1	3	5	1	2	0	2	 2	30108	74.3
3	3	4	0	4	4	1	3	5	1	2	0	2	 3	38629	15.4
3	3	4	0	4	4	1	3	5	1	2	0	2	 4	33085	15.4
3	3	4	0	4	4	1	3	5	1	2	0	2	 5	38605	53.8
3	3	4	0	4	4	1	3	5	1	2	0	2	 6	75373	48.3
3	3	4	0	4	4	1	3	5	1	2	0	2	 7	39705	54.5
3	3	4	0	4	4	1	3	5	1	2	0	2	 8	73868	48.3
3	3	4	0	4	4	1	3	5	1	2	0	2	 9	38482	14.9
3	3	5	1	5	1	3	0	2	3	1	2	1	 1	25066	13.8
3	3	5	1	5	1	3	0	2	3	1	2	1	10	59544	25.6
3	3	5	1	5	1	3	0	2	3	1	2	1	11	26755	13.4
3	3	5	1	5	1	3	0	2	3	1	2	1	12	27135	14.6
3	3	5	1	5	1	3	0	2	3	1	2	1	13	30594	63.8
3	3	5	1	5	1	3	0	2	3	1	2	1	17	59754	13.2
3	3	5	1	5	1	3	0	2	3	1	2	1	 2	24336	13.8
3	3	5	1	5	1	3	0	2	3	1	2	1	 3	37169	25.7
3	3	5	1	5	1	3	0	2	3	1	2	1	 4	33094	25.7
3	3	5	1	5	1	3	0	2	3	1	2	1	 5	32913	5.0
3	3	5	1	5	1	3	0	2	3	1	2	1	 6	57408	4.7
3	3	5	1	5	1	3	0	2	3	1	2	1	 7	33823	6.1
3	3	5	1	5	1	3	0	2	3	1	2	1	 8	55764	5.8
3	3	5	1	5	1	3	0	2	3	1	2	1	 9	37158	25.6
3	3	5	1	5	1	3	0	2	3	1	3	1	 1	25066	13.3
3	3	5	1	5	1	3	0	2	3	1	3	1	10	59468	25.3
3	3	5	1	5	1	3	0	2	3	1	3	1	11	26732	13.1
3	3	5	1	5	1	3	0	2	3	1	3	1	12	27088	14.5
3	3	5	1	5	1	3	0	2	3	1	3	1	13	30585	63.7
3	3	5	1	5	1	3	0	2	3	1	3	1	17	59676	12.8
3	3	5	1	5	1	3	0	2	3	1	3	1	 2	24401	13.4
3	3	5	1	5	1	3	0	2	3	1	3	1	 3	37082	25.4
3	3	5	1	5	1	3	0	2	3	1	3	1	 4	33033	25.4
3	3	5	1	5	1	3	0	2	3	1	3	1	 5	32773	4.9
3	3	5	1	5	1	3	0	2	3	1	3	1	 6	57447	4.6
3	3	5	1	5	1	3	0	2	3	1	3	1	 7	33676	6.0
3	3	5	1	5	1	3	0	2	3	1	3	1	 8	55809	5.4
3	3	5	1	5	1	3	0	2	3	1	3	1	 9	37071	25.3
3	3	5	1	5	1	3	1	3	0	2	0	3	 1	26621	31.6
3	3	5	1	5	1	3	1	3	0	2	0	3	10	55408	11.0
3	3	5	1	5	1	3	1	3	0	2	0	3	11	27116	29.0
3	3	5	1	5	1	3	1	3	0	2	0	3	12	27305	29.0
3	3	5	1	5	1	3	1	3	0	2	0	3	13	31744	66.6
3	3	5	1	5	1	3	1	3	0	2	0	3	17	60920	26.8
3	3	5	1	5	1	3	1	3	0	2	0	3	 2	26449	32.8
3	3	5	1	5	1	3	1	3	0	2	0	3	 3	34837	10.9
3	3	5	1	5	1	3	1	3	0	2	0	3	 4	30598	10.9
3	3	5	1	5	1	3	1	3	0	2	0	3	 5	33438	17.3
3	3	5	1	5	1	3	1	3	0	2	0	3	 6	61989	16.9
3	3	5	1	5	1	3	1	3	0	2	0	3	 7	34352	17.7
3	3	5	1	5	1	3	1	3	0	2	0	3	 8	60411	17.3
3	3	5	1	5	1	3	1	3	0	2	0	3	 9	34807	11.0
3	3	6	2	1	3	0	3	1	2	1	2	1	 1	19560	41.7
3	3	6	2	1	3	0	3	1	2	1	2	1	10	46733	21.4
3	3	6	2	1	3	0	3	1	2	1	2	1	11	23301	30.3
3	3	6	2	1	3	0	3	1	2	1	2	1	12	23300	30.0
3	3	6	2	1	3	0	3	1	2	1	2	1	13	26192	66.3
3	3	6	2	1	3	0	3	1	2	1	2	1	17	54878	28.8
3	3	6	2	1	3	0	3	1	2	1	2	1	 2	21081	41.7
3	3	6	2	1	3	0	3	1	2	1	2	1	 3	30245	22.4
3	3	6	2	1	3	0	3	1	2	1	2	1	 4	27744	22.4
3	3	6	2	1	3	0	3	1	2	1	2	1	 5	23928	15.6
3	3	6	2	1	3	0	3	1	2	1	2	1	 6	46735	9.1
3	3	6	2	1	3	0	3	1	2	1	2	1	 7	24701	16.0
3	3	6	2	1	3	0	3	1	2	1	2	1	 8	45203	9.5
3	3	6	2	1	3	0	3	1	2	1	2	1	 9	30059	21.4
3	3	6	2	7	3	0	3	1	2	1	2	1	 1	23963	25.2
3	3	6	2	7	3	0	3	1	2	1	2	1	10	55996	17.9
3	3	6	2	7	3	0	3	1	2	1	2	1	11	25929	19.5
3	3	6	2	7	3	0	3	1	2	1	2	1	12	25875	19.4
3	3	6	2	7	3	0	3	1	2	1	2	1	13	29599	52.6
3	3	6	2	7	3	0	3	1	2	1	2	1	17	58220	19.2
3	3	6	2	7	3	0	3	1	2	1	2	1	 2	25417	25.1
3	3	6	2	7	3	0	3	1	2	1	2	1	 3	34456	18.9
3	3	6	2	7	3	0	3	1	2	1	2	1	 4	31659	18.9
3	3	6	2	7	3	0	3	1	2	1	2	1	 5	28299	11.3
3	3	6	2	7	3	0	3	1	2	1	2	1	 6	54647	7.1
3	3	6	2	7	3	0	3	1	2	1	2	1	 7	29190	11.5
3	3	6	2	7	3	0	3	1	2	1	2	1	 8	53129	7.4
3	3	6	2	7	3	0	3	1	2	1	2	1	 9	34266	17.9
3	4	1	3	2	4	2	5	2	0	2	1	4	 1	21428	25.9
3	4	1	3	2	4	2	5	2	0	2	1	4	10	45780	12.1
3	4	1	3	2	4	2	5	2	0	2	1	4	11	23987	23.8
3	4	1	3	2	4	2	5	2	0	2	1	4	12	23755	23.8
3	4	1	3	2	4	2	5	2	0	2	1	4	13	27799	65.9
3	4	1	3	2	4	2	5	2	0	2	1	4	17	56968	22.7
3	4	1	3	2	4	2	5	2	0	2	1	4	 2	22966	26.2
3	4	1	3	2	4	2	5	2	0	2	1	4	 3	29666	12.2
3	4	1	3	2	4	2	5	2	0	2	1	4	 4	26601	12.2
3	4	1	3	2	4	2	5	2	0	2	1	4	 5	25847	13.4
3	4	1	3	2	4	2	5	2	0	2	1	4	 6	51685	7.3
3	4	1	3	2	4	2	5	2	0	2	1	4	 7	26738	13.7
3	4	1	3	2	4	2	5	2	0	2	1	4	 8	50176	8.1
3	4	1	3	2	4	2	5	2	0	2	1	4	 9	29622	12.1
3	4	2	3	4	0	4	2	5	2	1	2	2	 1	31996	73.2
3	4	2	3	4	0	4	2	5	2	1	2	2	10	69558	23.3
3	4	2	3	4	0	4	2	5	2	1	2	2	11	29533	64.3
3	4	2	3	4	0	4	2	5	2	1	2	2	12	29440	64.2
3	4	2	3	4	0	4	2	5	2	1	2	2	13	35702	76.5
3	4	2	3	4	0	4	2	5	2	1	2	2	17	67410	64.1
3	4	2	3	4	0	4	2	5	2	1	2	2	 2	31358	73.3
3	4	2	3	4	0	4	2	5	2	1	2	2	 3	40949	23.3
3	4	2	3	4	0	4	2	5	2	1	2	2	 4	34900	23.3
3	4	2	3	4	0	4	2	5	2	1	2	2	 5	40361	54.9
3	4	2	3	4	0	4	2	5	2	1	2	2	 6	78438	50.0
3	4	2	3	4	0	4	2	5	2	1	2	2	 7	41505	55.4
3	4	2	3	4	0	4	2	5	2	1	2	2	 9	40918	23.3
3	4	3	0	6	2	1	4	3	1	3	2	2	 1	27021	31.4
3	4	3	0	6	2	1	4	3	1	3	2	2	10	58669	13.3
3	4	3	0	6	2	1	4	3	1	3	2	2	11	26950	25.6
3	4	3	0	6	2	1	4	3	1	3	2	2	12	26758	25.7
3	4	3	0	6	2	1	4	3	1	3	2	2	13	31325	68.5
3	4	3	0	6	2	1	4	3	1	3	2	2	17	62189	24.1
3	4	3	0	6	2	1	4	3	1	3	2	2	 2	27400	32.6
3	4	3	0	6	2	1	4	3	1	3	2	2	 3	35863	13.7
3	4	3	0	6	2	1	4	3	1	3	2	2	 4	31516	13.7
3	4	3	0	6	2	1	4	3	1	3	2	2	 5	32953	17.9
3	4	3	0	6	2	1	4	3	1	3	2	2	 6	64386	15.2
3	4	3	0	6	2	1	4	3	1	3	2	2	 7	34034	18.2
3	4	3	0	6	2	1	4	3	1	3	2	2	 8	62895	15.7
3	4	3	0	6	2	1	4	3	1	3	2	2	 9	35757	13.3
3	4	3	1	2	5	4	3	2	1	0	3	3	 1	21685	35.9
3	4	3	1	2	5	4	3	2	1	0	3	3	10	48084	13.8
3	4	3	1	2	5	4	3	2	1	0	3	3	11	24039	26.2
3	4	3	1	2	5	4	3	2	1	0	3	3	12	23895	25.9
3	4	3	1	2	5	4	3	2	1	0	3	3	13	27695	67.6
3	4	3	1	2	5	4	3	2	1	0	3	3	17	56801	24.9
3	4	3	1	2	5	4	3	2	1	0	3	3	 2	23227	36.2
3	4	3	1	2	5	4	3	2	1	0	3	3	 3	30679	13.8
3	4	3	1	2	5	4	3	2	1	0	3	3	 4	27421	13.8
3	4	3	1	2	5	4	3	2	1	0	3	3	 5	26016	14.0
3	4	3	1	2	5	4	3	2	1	0	3	3	 6	52095	6.4
3	4	3	1	2	5	4	3	2	1	0	3	3	 7	26923	14.4
3	4	3	1	2	5	4	3	2	1	0	3	3	 8	50591	7.0
3	4	3	1	2	5	4	3	2	1	0	3	3	 9	30677	13.8
3	4	4	1	2	0	4	4	3	1	1	0	5	 1	23354	40.3
3	4	4	1	2	0	4	4	3	1	1	0	5	10	51055	15.5
3	4	4	1	2	0	4	4	3	1	1	0	5	11	24596	33.3
3	4	4	1	2	0	4	4	3	1	1	0	5	12	24465	33.4
3	4	4	1	2	0	4	4	3	1	1	0	5	13	28725	65.6
3	4	4	1	2	0	4	4	3	1	1	0	5	17	58615	30.1
3	4	4	1	2	0	4	4	3	1	1	0	5	 2	24833	41.8
3	4	4	1	2	0	4	4	3	1	1	0	5	 3	32072	15.5
3	4	4	1	2	0	4	4	3	1	1	0	5	 4	28254	15.5
3	4	4	1	2	0	4	4	3	1	1	0	5	 5	28159	22.1
3	4	4	1	2	0	4	4	3	1	1	0	5	 6	57080	17.1
3	4	4	1	2	0	4	4	3	1	1	0	5	 7	29125	22.5
3	4	4	1	2	0	4	4	3	1	1	0	5	 8	55586	17.4
3	4	4	1	2	0	4	4	3	1	1	0	5	 9	32067	15.5
3	4	4	2	2	0	5	4	3	1	1	1	0	 1	23588	39.5
3	4	4	2	2	0	5	4	3	1	1	1	0	10	51534	15.0
3	4	4	2	2	0	5	4	3	1	1	1	0	11	24772	32.7
3	4	4	2	2	0	5	4	3	1	1	1	0	12	24619	32.8
3	4	4	2	2	0	5	4	3	1	1	1	0	13	29008	65.9
3	4	4	2	2	0	5	4	3	1	1	1	0	17	59196	29.2
3	4	4	2	2	0	5	4	3	1	1	1	0	 2	24982	41.0
3	4	4	2	2	0	5	4	3	1	1	1	0	 3	32310	15.0
3	4	4	2	2	0	5	4	3	1	1	1	0	 4	28305	15.0
3	4	4	2	2	0	5	4	3	1	1	1	0	 5	28486	21.5
3	4	4	2	2	0	5	4	3	1	1	1	0	 6	57490	16.6
3	4	4	2	2	0	5	4	3	1	1	1	0	 7	29522	21.6
3	4	4	2	2	0	5	4	3	1	1	1	0	 8	56015	16.9
3	4	4	2	2	0	5	4	3	1	1	1	0	 9	32309	15.0
3	4	4	2	3	1	0	5	4	2	2	1	2	10	61147	22.8
3	4	4	2	3	1	0	5	4	2	2	1	2	11	26508	49.7
3	4	4	2	3	1	0	5	4	2	2	1	2	12	26262	49.9
3	4	4	2	3	1	0	5	4	2	2	1	2	13	31616	67.6
3	4	4	2	3	1	0	5	4	2	2	1	2	17	62990	47.7
3	4	4	2	3	1	0	5	4	2	2	1	2	 2	27421	49.8
3	4	4	2	3	1	0	5	4	2	2	1	2	 3	37061	24.1
3	4	4	2	3	1	0	5	4	2	2	1	2	 4	32115	24.1
3	4	4	2	3	1	0	5	4	2	2	1	2	 5	33639	40.9
3	4	4	2	3	1	0	5	4	2	2	1	2	 6	67301	38.0
3	4	4	2	3	1	0	5	4	2	2	1	2	 7	34725	41.3
3	4	4	2	3	1	0	5	4	2	2	1	2	 8	65813	38.3
3	4	4	2	3	1	0	5	4	2	2	1	2	 9	36828	22.8
3	5	4	2	2	5	4	3	2	0	3	2	3	 1	21577	35.8
3	5	4	2	2	5	4	3	2	0	3	2	3	10	45624	11.5
3	5	4	2	2	5	4	3	2	0	3	2	3	11	24096	26.3
3	5	4	2	2	5	4	3	2	0	3	2	3	12	23970	26.1
3	5	4	2	2	5	4	3	2	0	3	2	3	13	27758	67.0
3	5	4	2	2	5	4	3	2	0	3	2	3	17	56669	25.3
3	5	4	2	2	5	4	3	2	0	3	2	3	 2	23238	36.0
3	5	4	2	2	5	4	3	2	0	3	2	3	 3	29589	11.5
3	5	4	2	2	5	4	3	2	0	3	2	3	 4	26454	11.5
3	5	4	2	2	5	4	3	2	0	3	2	3	 5	25850	14.3
3	5	4	2	2	5	4	3	2	0	3	2	3	 6	51492	6.8
3	5	4	2	2	5	4	3	2	0	3	2	3	 7	26740	14.7
3	5	4	2	2	5	4	3	2	0	3	2	3	 8	49986	7.6
3	5	4	2	2	5	4	3	2	0	3	2	3	 9	29585	11.5
3	5	4	2	3	1	0	5	4	2	2	1	1	 1	27081	50.4
3	5	4	2	3	1	0	5	4	2	2	1	1	10	61056	23.5
3	5	4	2	3	1	0	5	4	2	2	1	1	11	26479	50.1
3	5	4	2	3	1	0	5	4	2	2	1	1	12	26243	50.3
3	5	4	2	3	1	0	5	4	2	2	1	1	13	31556	66.4
3	5	4	2	3	1	0	5	4	2	2	1	1	17	62912	47.8
3	5	4	2	3	1	0	5	4	2	2	1	1	 2	27404	50.3
3	5	4	2	3	1	0	5	4	2	2	1	1	 3	37029	24.6
3	5	4	2	3	1	0	5	4	2	2	1	1	 4	32092	24.6
3	5	4	2	3	1	0	5	4	2	2	1	1	 5	33579	41.2
3	5	4	2	3	1	0	5	4	2	2	1	1	 6	67140	38.4
3	5	4	2	3	1	0	5	4	2	2	1	1	 7	34666	41.8
3	5	4	2	3	1	0	5	4	2	2	1	1	 8	65652	38.7
3	5	4	2	3	1	0	5	4	2	2	1	1	 9	36790	23.5
3	5	5	3	4	2	2	1	1	0	3	2	4	 1	21839	20.4
3	5	5	3	4	2	2	1	1	0	3	2	4	10	46833	9.8
3	5	5	3	4	2	2	1	1	0	3	2	4	11	24912	19.6
3	5	5	3	4	2	2	1	1	0	3	2	4	12	24989	19.6
3	5	5	3	4	2	2	1	1	0	3	2	4	13	28246	57.3
3	5	5	3	4	2	2	1	1	0	3	2	4	17	56318	18.6
3	5	5	3	4	2	2	1	1	0	3	2	4	 2	22526	20.5
3	5	5	3	4	2	2	1	1	0	3	2	4	 3	30675	10.0
3	5	5	3	4	2	2	1	1	0	3	2	4	 4	27839	10.0
3	5	5	3	4	2	2	1	1	0	3	2	4	 5	26927	8.2
3	5	5	3	4	2	2	1	1	0	3	2	4	 6	49710	5.6
3	5	5	3	4	2	2	1	1	0	3	2	4	 7	27738	8.6
3	5	5	3	4	2	2	1	1	0	3	2	4	 8	48156	6.2
3	5	5	3	4	2	2	1	1	0	3	2	4	 9	30631	9.8
3	5	5	3	5	3	2	2	1	1	0	0	5	 1	22485	29.2
3	5	5	3	5	3	2	2	1	1	0	0	5	10	50616	13.0
3	5	5	3	5	3	2	2	1	1	0	0	5	11	25197	22.9
3	5	5	3	5	3	2	2	1	1	0	0	5	12	25278	22.8
3	5	5	3	5	3	2	2	1	1	0	0	5	13	28617	57.8
3	5	5	3	5	3	2	2	1	1	0	0	5	17	57114	22.6
3	5	5	3	5	3	2	2	1	1	0	0	5	 2	23515	29.2
3	5	5	3	5	3	2	2	1	1	0	0	5	 3	32217	13.2
3	5	5	3	5	3	2	2	1	1	0	0	5	 4	29379	13.2
3	5	5	3	5	3	2	2	1	1	0	0	5	 5	27339	11.1
3	5	5	3	5	3	2	2	1	1	0	0	5	 6	51309	7.7
3	5	5	3	5	3	2	2	1	1	0	0	5	 7	28197	11.6
3	5	5	3	5	3	2	2	1	1	0	0	5	 8	49767	8.2
3	5	5	3	5	3	2	2	1	1	0	0	5	 9	32169	13.0
3	5	5	3	6	4	4	4	4	3	3	3	4	 1	31832	49.0
3	5	5	3	6	4	4	4	4	3	3	3	4	10	76624	52.7
3	5	5	3	6	4	4	4	4	3	3	3	4	11	29828	44.0
3	5	5	3	6	4	4	4	4	3	3	3	4	12	29517	44.2
3	5	5	3	6	4	4	4	4	3	3	3	4	13	35134	75.6
3	5	5	3	6	4	4	4	4	3	3	3	4	17	68558	42.4
3	5	5	3	6	4	4	4	4	3	3	3	4	 2	30999	48.9
3	5	5	3	6	4	4	4	4	3	3	3	4	 3	43909	52.7
3	5	5	3	6	4	4	4	4	3	3	3	4	 4	37700	52.7
3	5	5	3	6	4	4	4	4	3	3	3	4	 5	39820	35.4
3	5	5	3	6	4	4	4	4	3	3	3	4	 6	77248	33.7
3	5	5	3	6	4	4	4	4	3	3	3	4	 7	41064	35.7
3	5	5	3	6	4	4	4	4	3	3	3	4	 8	75772	34.3
3	5	5	3	6	4	4	4	4	3	3	3	4	 9	43925	52.7
3	5	5	4	7	5	0	0	1	0	1	1	1	 1	24319	9.6
3	5	5	4	7	5	0	0	1	0	1	1	1	10	53887	9.5
3	5	5	4	7	5	0	0	1	0	1	1	1	11	26776	10.6
3	5	5	4	7	5	0	0	1	0	1	1	1	12	27187	12.0
3	5	5	4	7	5	0	0	1	0	1	1	1	13	30404	50.5
3	5	5	4	7	5	0	0	1	0	1	1	1	17	58863	10.6
3	5	5	4	7	5	0	0	1	0	1	1	1	 2	23561	9.7
3	5	5	4	7	5	0	0	1	0	1	1	1	 3	35024	11.1
3	5	5	4	7	5	0	0	1	0	1	1	1	 4	31594	11.1
3	5	5	4	7	5	0	0	1	0	1	1	1	 5	31760	4.1
3	5	5	4	7	5	0	0	1	0	1	1	1	 6	53782	3.7
3	5	5	4	7	5	0	0	1	0	1	1	1	 7	32615	4.9
3	5	5	4	7	5	0	0	1	0	1	1	1	 8	52133	4.4
3	5	5	4	7	5	0	0	1	0	1	1	1	 9	34770	9.5
3	5	6	4	1	0	1	1	1	1	1	1	2	 1	20098	31.5
3	5	6	4	1	0	1	1	1	1	1	1	2	10	46085	13.2
3	5	6	4	1	0	1	1	1	1	1	1	2	11	24044	26.1
3	5	6	4	1	0	1	1	1	1	1	1	2	12	24325	26.2
3	5	6	4	1	0	1	1	1	1	1	1	2	13	26834	66.3
3	5	6	4	1	0	1	1	1	1	1	1	2	17	55617	24.3
3	5	6	4	1	0	1	1	1	1	1	1	2	 2	20443	31.6
3	5	6	4	1	0	1	1	1	1	1	1	2	 3	30773	13.8
3	5	6	4	1	0	1	1	1	1	1	1	2	 4	27980	13.8
3	5	6	4	1	0	1	1	1	1	1	1	2	 5	26356	10.1
3	5	6	4	1	0	1	1	1	1	1	1	2	 6	46615	9.0
3	5	6	4	1	0	1	1	1	1	1	1	2	 7	27178	10.8
3	5	6	4	1	0	1	1	1	1	1	1	2	 8	45031	9.8
3	5	6	4	1	0	1	1	1	1	1	1	2	 9	30660	13.2
3	5	6	4	1	1	1	1	2	1	1	2	3	10	48720	12.6
3	5	6	4	1	1	1	1	2	1	1	2	3	11	24419	24.8
3	5	6	4	1	1	1	1	2	1	1	2	3	12	24584	24.9
3	5	6	4	1	1	1	1	2	1	1	2	3	13	28055	69.4
3	5	6	4	1	1	1	1	2	1	1	2	3	17	56315	23.3
3	5	6	4	1	1	1	1	2	1	1	2	3	 3	31663	13.2
3	5	6	4	1	1	1	1	2	1	1	2	3	 4	28366	13.2
3	5	6	4	1	1	1	1	2	1	1	2	3	 5	27551	10.0
3	5	6	4	1	1	1	1	2	1	1	2	3	 6	51471	8.3
3	5	6	4	1	1	1	1	2	1	1	2	3	 7	28336	10.4
3	5	6	4	1	1	1	1	2	1	1	2	3	 8	49903	9.1
3	5	6	4	1	1	1	1	2	1	1	2	3	 9	31561	12.6
3	6	1	1	3	2	3	3	4	3	0	0	1	 1	27806	61.0
3	6	1	1	3	2	3	3	4	3	0	0	1	10	67141	55.3
3	6	1	1	3	2	3	3	4	3	0	0	1	11	27023	54.7
3	6	1	1	3	2	3	3	4	3	0	0	1	12	26947	54.6
3	6	1	1	3	2	3	3	4	3	0	0	1	13	31919	71.4
3	6	1	1	3	2	3	3	4	3	0	0	1	17	62691	52.5
3	6	1	1	3	2	3	3	4	3	0	0	1	 2	28824	60.8
3	6	1	1	3	2	3	3	4	3	0	0	1	 3	39387	55.4
3	6	1	1	3	2	3	3	4	3	0	0	1	 4	34461	55.4
3	6	1	1	3	2	3	3	4	3	0	0	1	 5	33780	44.2
3	6	1	1	3	2	3	3	4	3	0	0	1	 6	68114	40.3
3	6	1	1	3	2	3	3	4	3	0	0	1	 7	34779	44.5
3	6	1	1	3	2	3	3	4	3	0	0	1	 8	66607	40.7
3	6	1	1	3	2	3	3	4	3	0	0	1	 9	39377	55.3
3	6	1	1	3	2	3	3	4	3	0	1	2	 1	27855	60.9
3	6	1	1	3	2	3	3	4	3	0	1	2	10	67312	55.0
3	6	1	1	3	2	3	3	4	3	0	1	2	11	27024	54.2
3	6	1	1	3	2	3	3	4	3	0	1	2	12	26920	54.1
3	6	1	1	3	2	3	3	4	3	0	1	2	13	31956	72.4
3	6	1	1	3	2	3	3	4	3	0	1	2	17	62779	51.8
3	6	1	1	3	2	3	3	4	3	0	1	2	 2	28813	60.7
3	6	1	1	3	2	3	3	4	3	0	1	2	 3	39457	55.0
3	6	1	1	3	2	3	3	4	3	0	1	2	 4	34487	55.0
3	6	1	1	3	2	3	3	4	3	0	1	2	 5	33868	43.8
3	6	1	1	3	2	3	3	4	3	0	1	2	 6	68376	39.5
3	6	1	1	3	2	3	3	4	3	0	1	2	 7	34880	44.1
3	6	1	1	3	2	3	3	4	3	0	1	2	 8	66873	39.7
3	6	1	1	3	2	3	3	4	3	0	1	2	 9	39448	55.0
3	6	1	1	3	2	3	4	4	0	0	1	2	 1	26529	53.9
3	6	1	1	3	2	3	4	4	0	0	1	2	10	54827	12.1
3	6	1	1	3	2	3	4	4	0	0	1	2	11	26288	50.4
3	6	1	1	3	2	3	4	4	0	0	1	2	12	26105	50.5
3	6	1	1	3	2	3	4	4	0	0	1	2	13	31182	68.1
3	6	1	1	3	2	3	4	4	0	0	1	2	17	62123	48.4
3	6	1	1	3	2	3	4	4	0	0	1	2	 2	26969	53.5
3	6	1	1	3	2	3	4	4	0	0	1	2	 3	34105	12.1
3	6	1	1	3	2	3	4	4	0	0	1	2	 4	29490	12.1
3	6	1	1	3	2	3	4	4	0	0	1	2	 5	32955	35.6
3	6	1	1	3	2	3	4	4	0	0	1	2	 6	65350	28.8
3	6	1	1	3	2	3	4	4	0	0	1	2	 7	34035	36.2
3	6	1	1	3	2	3	4	4	0	0	1	2	 8	63863	28.8
3	6	1	1	3	2	3	4	4	0	0	1	2	 9	34065	12.1
3	6	2	1	4	3	4	0	1	1	2	2	4	 1	21991	10.0
3	6	2	1	4	3	4	0	1	1	2	2	4	10	50506	11.2
3	6	2	1	4	3	4	0	1	1	2	2	4	11	25365	10.0
3	6	2	1	4	3	4	0	1	1	2	2	4	12	25557	11.6
3	6	2	1	4	3	4	0	1	1	2	2	4	13	28239	57.2
3	6	2	1	4	3	4	0	1	1	2	2	4	17	57225	9.8
3	6	2	1	4	3	4	0	1	1	2	2	4	 2	21255	10.0
3	6	2	1	4	3	4	0	1	1	2	2	4	 3	32832	11.2
3	6	2	1	4	3	4	0	1	1	2	2	4	 4	29585	11.2
3	6	2	1	4	3	4	0	1	1	2	2	4	 5	28603	3.6
3	6	2	1	4	3	4	0	1	1	2	2	4	 6	50056	3.1
3	6	2	1	4	3	4	0	1	1	2	2	4	 7	29521	4.2
3	6	2	1	4	3	4	0	1	1	2	2	4	 8	48467	3.8
1	1	1	0	2	0	0	0	0	0	0	0	0	16	42062	19.7
