#WU	WSHGC	IT	IL	INF	CSB	CSPR	CSPO	HSB	HSPR	HSPO	SD	NoS	SYS	CO2	Comfort
1	1	5	3	4	2	1	0	4	2	2	1	1	16	48657	39.2
1	1	5	3	5	2	2	1	0	3	2	2	2	16	40515	21.3
1	2	2	1	3	2	2	2	2	2	2	2	4	16	40767	27.2
1	2	2	1	3	2	3	3	3	2	2	3	5	16	42190	27.1
1	2	2	1	4	3	3	4	4	3	0	0	1	16	45860	50.4
1	2	3	2	4	3	4	4	5	0	0	1	2	16	48532	54.5
1	3	3	2	5	4	0	1	1	1	2	2	4	16	41007	19.7
1	3	3	2	5	4	4	5	0	1	1	1	3	16	38757	20.3
1	3	3	3	6	5	1	2	3	2	3	0	1	16	44990	28.7
1	3	4	3	7	1	2	3	4	3	1	1	3	16	49257	46.2
1	3	5	0	3	4	0	2	3	3	1	2	4	16	42483	31.4
1	3	5	0	4	4	1	2	4	1	2	3	1	16	45108	53.0
1	3	5	1	4	4	1	3	4	1	2	3	1	16	45092	50.9
1	3	5	4	2	2	4	5	1	2	2	0	1	16	39040	25.4
1	4	2	2	1	2	5	2	4	1	2	1	3	16	43337	55.0
1	4	2	3	3	5	3	1	3	1	3	1	5	16	43572	26.5
1	4	5	1	4	5	1	3	5	1	2	3	1	16	47985	64.9
1	4	6	1	5	0	2	4	1	2	3	1	3	16	39884	21.7
1	4	6	1	5	0	2	4	1	2	3	1	4	16	39886	21.2
1	4	6	1	5	1	2	4	1	2	0	1	4	16	39886	21.2
1	5	3	0	5	2	0	3	1	3	2	0	4	16	39733	25.5
1	5	3	4	4	1	4	2	5	2	1	2	2	16	49270	64.9
1	5	3	4	5	1	4	2	0	2	1	3	3	16	39873	21.3
1	5	4	1	2	4	3	2	1	3	2	2	1	16	39745	32.0
1	5	4	1	6	3	1	4	2	0	2	1	0	16	41706	22.3
1	5	4	2	3	1	0	4	3	1	1	0	5	16	41986	29.6
1	5	4	2	3	1	5	4	3	1	0	3	4	16	42212	25.7
1	6	5	2	3	1	0	4	4	2	1	1	5	16	44621	47.9
1	6	5	2	3	1	5	4	3	1	1	3	4	16	42212	25.7
1	6	5	3	4	2	1	0	5	2	2	2	2	16	50862	53.7
1	6	5	3	6	3	3	3	2	1	1	1	1	16	42269	22.8
2	1	3	3	2	2	4	1	3	3	1	2	0	16	44219	30.9
2	1	3	3	2	2	4	1	3	3	1	2	5	16	43271	26.3
2	1	3	3	7	1	3	5	1	2	3	1	3	16	41262	18.0
2	1	3	3	7	2	3	5	1	2	3	1	2	16	41246	18.4
2	1	4	0	4	5	2	4	2	2	1	2	1	16	40611	25.5
2	1	4	0	5	1	3	1	4	1	2	1	4	16	46831	47.8
2	1	4	1	6	2	5	2	0	2	1	2	2	16	40070	23.1
2	1	5	2	2	4	2	1	4	2	1	3	3	16	44810	46.8
2	1	5	2	2	5	4	2	1	3	2	1	1	16	39924	31.3
2	1	5	3	4	1	0	4	4	2	1	0	5	16	45693	47.8
2	2	1	3	4	2	1	4	3	1	1	3	4	16	43132	23.7
2	2	1	3	5	2	1	5	4	1	1	0	4	16	46626	45.7
2	2	2	0	1	5	4	4	3	2	1	1	1	16	40573	35.7
2	2	2	0	1	5	5	4	4	2	2	2	3	16	42327	52.4
2	2	4	0	4	0	2	5	2	3	1	2	1	16	40593	24.8
2	2	4	0	4	5	2	4	2	2	1	2	1	16	40611	25.5
2	2	4	1	5	0	3	0	3	0	1	3	2	16	45886	17.3
2	2	4	1	5	1	3	1	3	0	2	0	3	16	44930	28.6
2	2	4	1	5	1	4	2	4	1	3	1	5	16	46420	49.0
2	2	4	4	4	4	2	4	1	2	0	2	0	16	39780	23.0
2	2	5	1	6	2	4	2	5	1	3	1	5	16	50547	62.4
2	2	5	1	7	3	1	4	2	0	2	1	5	16	42435	19.0
2	2	5	2	1	3	1	4	2	3	2	0	3	16	39456	30.6
2	2	5	2	2	4	2	0	3	1	3	2	1	16	44915	21.5
2	2	5	2	2	5	3	1	5	2	1	0	3	16	47922	66.1
2	2	6	2	2	5	3	1	5	2	1	3	3	16	47510	62.6
2	2	6	3	4	1	5	3	2	0	3	2	2	16	40912	24.6
2	3	1	3	3	0	4	2	1	2	1	0	4	16	40602	29.3
2	3	1	3	3	0	4	2	1	2	2	1	4	16	40169	27.0
2	3	1	3	4	0	4	2	1	2	1	0	4	16	40864	27.2
2	3	1	3	4	1	4	2	1	3	2	1	5	16	40067	24.6
2	3	1	3	4	1	5	4	2	0	3	2	2	16	40835	22.8
2	3	2	0	6	3	3	2	1	0	3	2	3	16	40305	22.7
2	3	2	0	6	4	3	2	1	3	2	2	2	16	40533	23.7
2	3	2	1	1	5	5	4	4	2	2	1	2	16	42543	53.1
2	3	3	1	1	4	3	3	2	1	0	3	4	16	39375	28.6
2	3	3	1	1	5	4	3	3	1	1	1	0	16	40769	36.9
2	3	3	1	3	1	1	1	0	0	3	3	4	16	39421	21.1
2	3	3	2	4	3	3	3	3	2	2	2	3	16	43087	28.2
2	3	4	3	6	0	1	2	2	2	2	3	0	16	42962	24.6
2	3	6	2	2	4	2	0	3	1	3	2	1	16	44915	21.5
2	4	1	1	5	0	2	4	0	1	2	0	2	16	38687	22.5
2	4	1	2	5	1	2	4	1	2	3	1	3	16	40020	21.1
2	4	2	2	6	2	4	1	3	3	1	2	1	16	46171	27.0
2	4	4	2	4	2	2	2	1	1	1	0	0	16	40440	27.5
2	4	4	3	1	1	2	3	4	3	0	1	2	16	43563	0.0
2	4	4	3	5	3	4	4	4	2	2	2	4	16	47073	43.8
2	4	4	3	6	5	1	1	2	1	2	2	4	16	43123	18.8
2	4	5	0	3	3	4	5	1	1	2	2	5	16	38946	22.8
2	4	5	3	6	5	0	1	1	1	1	1	3	16	41943	20.6
2	5	1	2	5	5	1	2	4	0	1	2	4	16	46440	46.2
2	5	1	2	6	1	3	0	2	2	1	2	5	16	44460	9.9
2	5	2	3	2	3	1	3	1	2	0	2	0	16	39410	29.0
2	5	3	4	4	1	3	1	4	1	3	1	5	16	46816	44.2
2	5	5	3	6	4	4	4	4	3	3	3	0	16	48452	46.8
2	5	5	4	2	1	1	2	2	2	2	2	4	16	40621	27.2
2	5	5	4	7	5	0	1	1	1	1	1	2	16	42503	20.1
2	5	6	1	3	3	4	0	1	1	2	3	1	16	42655	17.0
2	5	6	1	4	4	0	1	3	2	0	1	3	16	44148	28.0
2	6	2	2	6	1	2	3	5	1	1	2	0	16	50342	63.4
2	6	2	2	6	1	3	4	1	1	2	0	2	16	40264	20.8
2	6	3	3	1	2	4	0	2	2	0	1	4	16	43229	18.4
2	6	3	3	2	3	0	2	4	1	2	0	3	16	44261	53.5
2	6	3	4	4	5	2	5	2	3	1	3	2	16	41327	21.5
2	6	4	0	4	0	3	0	3	0	2	0	3	16	45883	21.1
2	6	4	0	4	0	3	1	3	0	2	1	4	16	43717	27.9
3	1	1	0	2	1	1	1	1	1	1	1	1	16	40961	28.8
3	1	2	1	3	2	3	3	3	2	3	3	0	16	42121	32.4
3	1	2	2	5	4	5	1	2	2	2	3	1	16	43296	23.6
3	1	3	2	6	0	2	3	4	0	1	2	4	16	47333	44.3
3	2	2	1	4	3	4	4	5	0	1	1	2	16	48259	55.6
3	2	3	2	5	4	0	1	2	2	2	3	0	16	43473	24.4
3	2	3	2	5	4	5	1	2	2	2	3	0	16	43614	24.4
3	2	3	2	6	0	1	2	3	3	0	1	3	16	45056	28.1
3	2	3	2	6	5	1	2	3	3	0	1	3	16	45056	27.7
3	2	3	3	1	1	3	4	0	1	2	3	1	16	37895	18.3
3	2	3	3	7	1	3	4	1	1	2	0	2	16	40925	25.5
3	2	4	3	2	2	4	1	2	2	0	1	4	16	41991	23.0
3	2	5	0	4	5	2	4	1	2	0	1	5	16	39274	48.0
3	3	1	3	3	5	3	1	4	1	0	2	1	16	46034	25.5
3	3	2	3	4	1	5	3	2	0	2	1	1	16	40940	66.1
3	3	5	1	5	1	3	0	2	3	1	2	1	16	44851	15.5
3	3	5	1	5	1	3	0	2	3	1	3	1	16	44741	28.6
3	3	5	1	5	1	3	1	3	0	2	0	3	16	44930	31.8
3	3	6	2	1	3	0	3	1	2	1	2	1	16	39005	21.1
3	3	6	2	7	3	0	3	1	2	1	2	1	16	41098	25.0
3	4	1	3	2	4	2	5	2	0	2	1	4	16	39587	25.9
3	4	3	0	6	2	1	4	3	1	3	2	2	16	43966	27.5
3	4	3	1	2	5	4	3	2	1	0	3	3	16	39717	32.0
3	4	4	1	2	0	4	4	3	1	1	0	5	16	41125	31.2
3	4	4	2	2	0	5	4	3	1	1	1	0	16	41316	48.7
3	4	4	2	3	1	0	5	4	2	2	1	2	16	44610	27.7
3	5	4	2	2	5	4	3	2	0	3	2	3	16	39709	49.2
3	5	4	2	3	1	0	5	4	2	2	1	1	16	44574	20.5
3	5	5	3	4	2	2	1	1	0	3	2	4	16	40672	25.5
3	5	5	3	5	3	2	2	1	1	0	0	5	16	40798	43.2
3	5	5	3	6	4	4	4	4	3	3	3	4	16	48910	12.4
3	5	5	4	7	5	0	0	1	0	1	1	1	16	43999	27.2
3	5	6	4	1	0	1	1	1	1	1	1	2	16	40877	25.7
3	5	6	4	1	1	1	1	2	1	1	2	3	16	41186	53.4
3	6	1	1	3	2	3	3	4	3	0	0	1	16	44963	53.2
3	6	1	1	3	2	3	3	4	3	0	1	2	16	44967	50.2
3	6	1	1	3	2	3	4	4	0	0	1	2	16	44187	12.2
3	6	2	1	4	3	4	0	1	1	2	2	4	16	42166	22.0
