in:WU,in:SHGC,in:InsTh,in:InsLa,in:CSB,in:CSP_R,in:CSP_O,in:HSB,in:HSP_R,in:HSP_O,in:SD,in:NOfS,in:DOASHC,in:RadCoilLowT,in:dTRad,in:RadCtrTh,in:RadSurfType,in:DOAS_SHT,in:DOAS_SLT,out:kgCO2,out:Comf time,out:Condensation,out:HP_SCOP,out:PeakCL,out:PeakHL,img,threeD
2,0.9,4,0,35,26,26,12,21,21,0.1,4,9,20,4,2,3,23,17,27262,71.92,0,3.71,12465,34107,WU2_SHGC0.9_InsTh4_InsLa0_CSB35_CSP_R26_CSP_O26_HSB12_HSP_R21_HSP_O21_SD0.1_NOfS4_DOASHC9_RadCoilLowT20_dTRad4_RadCtrTh2_RadSurfType3_DOAS_SHT23_DOAS_SLT17_Top.png,WU2_SHGC0.9_InsTh4_InsLa0_CSB35_CSP_R26_CSP_O26_HSB12_HSP_R21_HSP_O21_SD0.1_NOfS4_DOASHC9_RadCoilLowT20_dTRad4_RadCtrTh2_RadSurfType3_DOAS_SHT23_DOAS_SLT17.json
2,0.7,3,0,31,27,26,17,21,19,0.2,5,5,21,5,2,0,23,16,25843,80.83,0,3.57,8197,16829,WU2_SHGC0.7_InsTh3_InsLa0_CSB31_CSP_R27_CSP_O26_HSB17_HSP_R21_HSP_O19_SD0.2_NOfS5_DOASHC5_RadCoilLowT21_dTRad5_RadCtrTh2_RadSurfType0_DOAS_SHT23_DOAS_SLT16_Top.png,WU2_SHGC0.7_InsTh3_InsLa0_CSB31_CSP_R27_CSP_O26_HSB17_HSP_R21_HSP_O19_SD0.2_NOfS5_DOASHC5_RadCoilLowT21_dTRad5_RadCtrTh2_RadSurfType0_DOAS_SHT23_DOAS_SLT16.json
2,0.7,4,1,30,24,26,12,20,19,0.2,4,1,20,6,3,2,30,12,24981,83.4,0,3.68,8838,24462,WU2_SHGC0.7_InsTh4_InsLa1_CSB30_CSP_R24_CSP_O26_HSB12_HSP_R20_HSP_O19_SD0.2_NOfS4_DOASHC1_RadCoilLowT20_dTRad6_RadCtrTh3_RadSurfType2_DOAS_SHT30_DOAS_SLT12_Top.png,WU2_SHGC0.7_InsTh4_InsLa1_CSB30_CSP_R24_CSP_O26_HSB12_HSP_R20_HSP_O19_SD0.2_NOfS4_DOASHC1_RadCoilLowT20_dTRad6_RadCtrTh3_RadSurfType2_DOAS_SHT30_DOAS_SLT12.json
3,0.6,2,1,34,24,25,13,19,19,0.1,0,7,21,6,3,0,24,17,29478,75.9,0,3.49,10205,29434,WU3_SHGC0.6_InsTh2_InsLa1_CSB34_CSP_R24_CSP_O25_HSB13_HSP_R19_HSP_O19_SD0.1_NOfS0_DOASHC7_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT24_DOAS_SLT17_Top.png,WU3_SHGC0.6_InsTh2_InsLa1_CSB34_CSP_R24_CSP_O25_HSB13_HSP_R19_HSP_O19_SD0.1_NOfS0_DOASHC7_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT24_DOAS_SLT17.json
2,0.9,4,0,35,26,27,17,21,21,0.1,3,5,20,4,2,3,23,17,25974,77.02,0,3.68,11396,25053,WU2_SHGC0.9_InsTh4_InsLa0_CSB35_CSP_R26_CSP_O27_HSB17_HSP_R21_HSP_O21_SD0.1_NOfS3_DOASHC5_RadCoilLowT20_dTRad4_RadCtrTh2_RadSurfType3_DOAS_SHT23_DOAS_SLT17_Top.png,WU2_SHGC0.9_InsTh4_InsLa0_CSB35_CSP_R26_CSP_O27_HSB17_HSP_R21_HSP_O21_SD0.1_NOfS3_DOASHC5_RadCoilLowT20_dTRad4_RadCtrTh2_RadSurfType3_DOAS_SHT23_DOAS_SLT17.json
2,0.9,2,1,34,24,26,13,19,19,0.1,2,1,21,6,3,0,24,17,27267,83.46,0,3.56,13255,28844,WU2_SHGC0.9_InsTh2_InsLa1_CSB34_CSP_R24_CSP_O26_HSB13_HSP_R19_HSP_O19_SD0.1_NOfS2_DOASHC1_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT24_DOAS_SLT17_Top.png,WU2_SHGC0.9_InsTh2_InsLa1_CSB34_CSP_R24_CSP_O26_HSB13_HSP_R19_HSP_O19_SD0.1_NOfS2_DOASHC1_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT24_DOAS_SLT17.json
2,0.7,6,0,31,23,26,15,18,21,0.1,0,8,21,5,2,0,22,18,26897,82.18,0,3.66,10295,27848,WU2_SHGC0.7_InsTh6_InsLa0_CSB31_CSP_R23_CSP_O26_HSB15_HSP_R18_HSP_O21_SD0.1_NOfS0_DOASHC8_RadCoilLowT21_dTRad5_RadCtrTh2_RadSurfType0_DOAS_SHT22_DOAS_SLT18_Top.png,WU2_SHGC0.7_InsTh6_InsLa0_CSB31_CSP_R23_CSP_O26_HSB15_HSP_R18_HSP_O21_SD0.1_NOfS0_DOASHC8_RadCoilLowT21_dTRad5_RadCtrTh2_RadSurfType0_DOAS_SHT22_DOAS_SLT18.json
2,0.7,6,0,31,23,26,15,19,21,0,2,9,18,5,2,0,22,18,21722,48.3,0,3.46,10295,28276,WU2_SHGC0.7_InsTh6_InsLa0_CSB31_CSP_R23_CSP_O26_HSB15_HSP_R19_HSP_O21_SD0_NOfS2_DOASHC9_RadCoilLowT18_dTRad5_RadCtrTh2_RadSurfType0_DOAS_SHT22_DOAS_SLT18_Top.png,WU2_SHGC0.7_InsTh6_InsLa0_CSB31_CSP_R23_CSP_O26_HSB15_HSP_R19_HSP_O21_SD0_NOfS2_DOASHC9_RadCoilLowT18_dTRad5_RadCtrTh2_RadSurfType0_DOAS_SHT22_DOAS_SLT18.json
1,0.9,2,2,34,28,26,12,18,19,0.1,4,0,21,6,1,0,27,18,22660,83.33,0,3.61,12187,24556,WU1_SHGC0.9_InsTh2_InsLa2_CSB34_CSP_R28_CSP_O26_HSB12_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh2_InsLa2_CSB34_CSP_R28_CSP_O26_HSB12_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
1,0.9,3,3,32,28,26,16,19,20,0,2,4,18,6,1,0,28,18,21356,78.97,0,3.68,13694,23257,WU1_SHGC0.9_InsTh3_InsLa3_CSB32_CSP_R28_CSP_O26_HSB16_HSP_R19_HSP_O20_SD0_NOfS2_DOASHC4_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh3_InsLa3_CSB32_CSP_R28_CSP_O26_HSB16_HSP_R19_HSP_O20_SD0_NOfS2_DOASHC4_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18.json
1,0.7,2,2,34,25,26,12,19,19,0,4,0,18,3,1,1,27,18,20922,66.89,59.5,3.72,10502,25594,WU1_SHGC0.7_InsTh2_InsLa2_CSB34_CSP_R25_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT18_dTRad3_RadCtrTh1_RadSurfType1_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.7_InsTh2_InsLa2_CSB34_CSP_R25_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT18_dTRad3_RadCtrTh1_RadSurfType1_DOAS_SHT27_DOAS_SLT18.json
1,0.9,3,2,34,27,26,12,18,19,0.1,4,5,21,6,1,0,27,18,23247,73.11,0,3.51,12234,23769,WU1_SHGC0.9_InsTh3_InsLa2_CSB34_CSP_R27_CSP_O26_HSB12_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh3_InsLa2_CSB34_CSP_R27_CSP_O26_HSB12_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
1,0.6,2,3,32,27,26,16,19,20,0,2,0,19,3,1,1,28,14,23081,62.28,0,3.77,8816,22657,WU1_SHGC0.6_InsTh2_InsLa3_CSB32_CSP_R27_CSP_O26_HSB16_HSP_R19_HSP_O20_SD0_NOfS2_DOASHC0_RadCoilLowT19_dTRad3_RadCtrTh1_RadSurfType1_DOAS_SHT28_DOAS_SLT14_Top.png,WU1_SHGC0.6_InsTh2_InsLa3_CSB32_CSP_R27_CSP_O26_HSB16_HSP_R19_HSP_O20_SD0_NOfS2_DOASHC0_RadCoilLowT19_dTRad3_RadCtrTh1_RadSurfType1_DOAS_SHT28_DOAS_SLT14.json
4,1,6,3,33,24,26,13,19,19,0.1,2,5,22,6,3,1,29,16,30886,67.28,0,4.16,4712,29462,WU4_SHGC1_InsTh6_InsLa3_CSB33_CSP_R24_CSP_O26_HSB13_HSP_R19_HSP_O19_SD0.1_NOfS2_DOASHC5_RadCoilLowT22_dTRad6_RadCtrTh3_RadSurfType1_DOAS_SHT29_DOAS_SLT16_Top.png,WU4_SHGC1_InsTh6_InsLa3_CSB33_CSP_R24_CSP_O26_HSB13_HSP_R19_HSP_O19_SD0.1_NOfS2_DOASHC5_RadCoilLowT22_dTRad6_RadCtrTh3_RadSurfType1_DOAS_SHT29_DOAS_SLT16.json
1,0.9,2,2,33,28,27,16,18,19,0.1,4,0,21,3,1,0,27,18,23167,85.64,0,3.6,10642,18195,WU1_SHGC0.9_InsTh2_InsLa2_CSB33_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT21_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh2_InsLa2_CSB33_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT21_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
2,0.7,3,3,34,23,27,13,19,20,0,2,9,19,6,2,0,29,19,24456,81.09,0,3.66,9402,32213,WU2_SHGC0.7_InsTh3_InsLa3_CSB34_CSP_R23_CSP_O27_HSB13_HSP_R19_HSP_O20_SD0_NOfS2_DOASHC9_RadCoilLowT19_dTRad6_RadCtrTh2_RadSurfType0_DOAS_SHT29_DOAS_SLT19_Top.png,WU2_SHGC0.7_InsTh3_InsLa3_CSB34_CSP_R23_CSP_O27_HSB13_HSP_R19_HSP_O20_SD0_NOfS2_DOASHC9_RadCoilLowT19_dTRad6_RadCtrTh2_RadSurfType0_DOAS_SHT29_DOAS_SLT19.json
2,0.7,6,0,31,26,26,15,21,21,0.3,2,3,18,5,2,2,22,18,22471,54.52,0,3.66,8805,29095,WU2_SHGC0.7_InsTh6_InsLa0_CSB31_CSP_R26_CSP_O26_HSB15_HSP_R21_HSP_O21_SD0.3_NOfS2_DOASHC3_RadCoilLowT18_dTRad5_RadCtrTh2_RadSurfType2_DOAS_SHT22_DOAS_SLT18_Top.png,WU2_SHGC0.7_InsTh6_InsLa0_CSB31_CSP_R26_CSP_O26_HSB15_HSP_R21_HSP_O21_SD0.3_NOfS2_DOASHC3_RadCoilLowT18_dTRad5_RadCtrTh2_RadSurfType2_DOAS_SHT22_DOAS_SLT18.json
1,0.9,2,2,34,28,26,12,19,19,0.1,4,0,21,6,1,0,27,18,23650,74.42,0,3.58,12187,25564,WU1_SHGC0.9_InsTh2_InsLa2_CSB34_CSP_R28_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh2_InsLa2_CSB34_CSP_R28_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
3,0.6,5,1,33,27,27,16,18,21,0,0,5,23,6,1,0,27,13,30165,91.38,0,3.86,7176,27475,WU3_SHGC0.6_InsTh5_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13_Top.png,WU3_SHGC0.6_InsTh5_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13.json
2,0.7,4,1,30,24,26,13,19,19,0.1,2,1,20,6,3,0,24,17,25161,72.63,0,3.49,9810,28054,WU2_SHGC0.7_InsTh4_InsLa1_CSB30_CSP_R24_CSP_O26_HSB13_HSP_R19_HSP_O19_SD0.1_NOfS2_DOASHC1_RadCoilLowT20_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT24_DOAS_SLT17_Top.png,WU2_SHGC0.7_InsTh4_InsLa1_CSB30_CSP_R24_CSP_O26_HSB13_HSP_R19_HSP_O19_SD0.1_NOfS2_DOASHC1_RadCoilLowT20_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT24_DOAS_SLT17.json
2,0.9,3,1,34,24,26,12,20,19,0.2,4,1,21,6,3,2,30,13,26552,82.12,0,3.74,11195,25892,WU2_SHGC0.9_InsTh3_InsLa1_CSB34_CSP_R24_CSP_O26_HSB12_HSP_R20_HSP_O19_SD0.2_NOfS4_DOASHC1_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType2_DOAS_SHT30_DOAS_SLT13_Top.png,WU2_SHGC0.9_InsTh3_InsLa1_CSB34_CSP_R24_CSP_O26_HSB12_HSP_R20_HSP_O19_SD0.2_NOfS4_DOASHC1_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType2_DOAS_SHT30_DOAS_SLT13.json
2,0.7,3,1,34,24,26,13,19,19,0.1,0,0,21,6,1,0,24,17,26114,75,0,3.54,10238,28449,WU2_SHGC0.7_InsTh3_InsLa1_CSB34_CSP_R24_CSP_O26_HSB13_HSP_R19_HSP_O19_SD0.1_NOfS0_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT24_DOAS_SLT17_Top.png,WU2_SHGC0.7_InsTh3_InsLa1_CSB34_CSP_R24_CSP_O26_HSB13_HSP_R19_HSP_O19_SD0.1_NOfS0_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT24_DOAS_SLT17.json
1,0.7,2,2,34,27,26,12,19,19,0,4,0,18,6,3,0,27,18,21265,72.79,0,3.57,10028,25594,WU1_SHGC0.7_InsTh2_InsLa2_CSB34_CSP_R27_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.7_InsTh2_InsLa2_CSB34_CSP_R27_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
2,0.7,6,2,34,27,26,12,19,21,0,4,0,18,6,2,0,22,18,22338,55.32,0,3.63,9712,33939,WU2_SHGC0.7_InsTh6_InsLa2_CSB34_CSP_R27_CSP_O26_HSB12_HSP_R19_HSP_O21_SD0_NOfS4_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh2_RadSurfType0_DOAS_SHT22_DOAS_SLT18_Top.png,WU2_SHGC0.7_InsTh6_InsLa2_CSB34_CSP_R27_CSP_O26_HSB12_HSP_R19_HSP_O21_SD0_NOfS4_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh2_RadSurfType0_DOAS_SHT22_DOAS_SLT18.json
1,0.7,2,0,31,23,26,15,19,19,0,2,9,18,5,1,0,27,18,21274,66.67,13.333333,3.47,10577,22252,WU1_SHGC0.7_InsTh2_InsLa0_CSB31_CSP_R23_CSP_O26_HSB15_HSP_R19_HSP_O19_SD0_NOfS2_DOASHC9_RadCoilLowT18_dTRad5_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.7_InsTh2_InsLa0_CSB31_CSP_R23_CSP_O26_HSB15_HSP_R19_HSP_O19_SD0_NOfS2_DOASHC9_RadCoilLowT18_dTRad5_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
1,0.9,2,1,34,27,27,12,18,19,0.1,2,0,21,6,2,0,27,18,22898,81.41,0,3.54,12307,24213,WU1_SHGC0.9_InsTh2_InsLa1_CSB34_CSP_R27_CSP_O27_HSB12_HSP_R18_HSP_O19_SD0.1_NOfS2_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh2_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh2_InsLa1_CSB34_CSP_R27_CSP_O27_HSB12_HSP_R18_HSP_O19_SD0.1_NOfS2_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh2_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
2,0.6,3,3,34,26,26,13,20,20,0.3,4,3,19,6,1,1,29,19,24536,78.17,0,3.83,7593,32206,WU2_SHGC0.6_InsTh3_InsLa3_CSB34_CSP_R26_CSP_O26_HSB13_HSP_R20_HSP_O20_SD0.3_NOfS4_DOASHC3_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType1_DOAS_SHT29_DOAS_SLT19_Top.png,WU2_SHGC0.6_InsTh3_InsLa3_CSB34_CSP_R26_CSP_O26_HSB13_HSP_R20_HSP_O20_SD0.3_NOfS4_DOASHC3_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType1_DOAS_SHT29_DOAS_SLT19.json
1,0.7,2,2,34,27,27,12,19,19,0.1,4,0,18,6,3,0,27,18,21311,70.61,0,3.57,8145,25564,WU1_SHGC0.7_InsTh2_InsLa2_CSB34_CSP_R27_CSP_O27_HSB12_HSP_R19_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.7_InsTh2_InsLa2_CSB34_CSP_R27_CSP_O27_HSB12_HSP_R19_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
1,0.9,2,2,33,28,26,16,18,19,0,4,0,21,3,1,0,27,18,25149,79.07,0,3.5,13726,18222,WU1_SHGC0.9_InsTh2_InsLa2_CSB33_CSP_R28_CSP_O26_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT21_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh2_InsLa2_CSB33_CSP_R28_CSP_O26_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT21_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
1,0.9,3,2,33,28,27,16,18,19,0.1,4,0,21,3,1,0,27,18,22821,86.31,0,3.6,10598,17577,WU1_SHGC0.9_InsTh3_InsLa2_CSB33_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT21_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh3_InsLa2_CSB33_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT21_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
1,0.9,2,2,34,28,27,16,18,19,0.1,4,8,21,3,1,0,27,18,23415,85.61,0,3.59,10642,18195,WU1_SHGC0.9_InsTh2_InsLa2_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC8_RadCoilLowT21_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh2_InsLa2_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC8_RadCoilLowT21_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
2,0.7,3,3,33,23,27,13,19,20,0,2,1,19,6,2,0,29,19,23307,84.01,0,3.65,9402,32213,WU2_SHGC0.7_InsTh3_InsLa3_CSB33_CSP_R23_CSP_O27_HSB13_HSP_R19_HSP_O20_SD0_NOfS2_DOASHC1_RadCoilLowT19_dTRad6_RadCtrTh2_RadSurfType0_DOAS_SHT29_DOAS_SLT19_Top.png,WU2_SHGC0.7_InsTh3_InsLa3_CSB33_CSP_R23_CSP_O27_HSB13_HSP_R19_HSP_O20_SD0_NOfS2_DOASHC1_RadCoilLowT19_dTRad6_RadCtrTh2_RadSurfType0_DOAS_SHT29_DOAS_SLT19.json
3,0.9,3,3,30,25,26,16,20,20,0,0,5,18,3,1,0,26,18,23587,69.36,0,3.8,13628,25870,WU3_SHGC0.9_InsTh3_InsLa3_CSB30_CSP_R25_CSP_O26_HSB16_HSP_R20_HSP_O20_SD0_NOfS0_DOASHC5_RadCoilLowT18_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT26_DOAS_SLT18_Top.png,WU3_SHGC0.9_InsTh3_InsLa3_CSB30_CSP_R25_CSP_O26_HSB16_HSP_R20_HSP_O20_SD0_NOfS0_DOASHC5_RadCoilLowT18_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT26_DOAS_SLT18.json
1,0.9,2,3,32,25,27,15,19,20,0.3,2,1,20,6,3,1,28,20,24167,78.11,0,3.73,10776,26295,WU1_SHGC0.9_InsTh2_InsLa3_CSB32_CSP_R25_CSP_O27_HSB15_HSP_R19_HSP_O20_SD0.3_NOfS2_DOASHC1_RadCoilLowT20_dTRad6_RadCtrTh3_RadSurfType1_DOAS_SHT28_DOAS_SLT20_Top.png,WU1_SHGC0.9_InsTh2_InsLa3_CSB32_CSP_R25_CSP_O27_HSB15_HSP_R19_HSP_O20_SD0.3_NOfS2_DOASHC1_RadCoilLowT20_dTRad6_RadCtrTh3_RadSurfType1_DOAS_SHT28_DOAS_SLT20.json
3,0.9,3,3,33,28,26,16,19,21,0,2,4,18,6,1,0,28,18,22658,70.06,0,3.58,13186,27095,WU3_SHGC0.9_InsTh3_InsLa3_CSB33_CSP_R28_CSP_O26_HSB16_HSP_R19_HSP_O21_SD0_NOfS2_DOASHC4_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18_Top.png,WU3_SHGC0.9_InsTh3_InsLa3_CSB33_CSP_R28_CSP_O26_HSB16_HSP_R19_HSP_O21_SD0_NOfS2_DOASHC4_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18.json
1,0.6,5,1,32,27,27,16,19,20,0,0,5,23,6,1,0,27,13,27515,82.76,0,3.87,7741,22169,WU1_SHGC0.6_InsTh5_InsLa1_CSB32_CSP_R27_CSP_O27_HSB16_HSP_R19_HSP_O20_SD0_NOfS0_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13_Top.png,WU1_SHGC0.6_InsTh5_InsLa1_CSB32_CSP_R27_CSP_O27_HSB16_HSP_R19_HSP_O20_SD0_NOfS0_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13.json
1,0.7,3,2,34,27,26,12,19,19,0,2,0,18,6,1,0,27,18,19809,72.34,0,3.66,9940,23733,WU1_SHGC0.7_InsTh3_InsLa2_CSB34_CSP_R27_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.7_InsTh3_InsLa2_CSB34_CSP_R27_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
1,0.9,2,3,32,28,26,16,19,20,0,4,4,18,6,3,0,28,18,22444,79.33,0,3.61,13749,22657,WU1_SHGC0.9_InsTh2_InsLa3_CSB32_CSP_R28_CSP_O26_HSB16_HSP_R19_HSP_O20_SD0_NOfS4_DOASHC4_RadCoilLowT18_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh2_InsLa3_CSB32_CSP_R28_CSP_O26_HSB16_HSP_R19_HSP_O20_SD0_NOfS4_DOASHC4_RadCoilLowT18_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT18.json
1,0.9,3,3,32,28,26,16,19,20,0,2,4,18,6,1,0,28,19,21670,78.62,27,3.68,13694,23257,WU1_SHGC0.9_InsTh3_InsLa3_CSB32_CSP_R28_CSP_O26_HSB16_HSP_R19_HSP_O20_SD0_NOfS2_DOASHC4_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT19_Top.png,WU1_SHGC0.9_InsTh3_InsLa3_CSB32_CSP_R28_CSP_O26_HSB16_HSP_R19_HSP_O20_SD0_NOfS2_DOASHC4_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT19.json
2,0.7,2,1,34,28,26,13,19,19,0,0,1,18,6,3,0,24,19,21931,57.79,0,3.53,9847,28866,WU2_SHGC0.7_InsTh2_InsLa1_CSB34_CSP_R28_CSP_O26_HSB13_HSP_R19_HSP_O19_SD0_NOfS0_DOASHC1_RadCoilLowT18_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT24_DOAS_SLT19_Top.png,WU2_SHGC0.7_InsTh2_InsLa1_CSB34_CSP_R28_CSP_O26_HSB13_HSP_R19_HSP_O19_SD0_NOfS0_DOASHC1_RadCoilLowT18_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT24_DOAS_SLT19.json
1,0.7,2,2,34,24,26,12,19,19,0.1,4,0,21,6,3,0,27,17,25196,85.71,0,3.57,9755,25564,WU1_SHGC0.7_InsTh2_InsLa2_CSB34_CSP_R24_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT17_Top.png,WU1_SHGC0.7_InsTh2_InsLa2_CSB34_CSP_R24_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT17.json
